timestamp,value
2021-06-01 00:15:00,11.0
2021-06-01 00:30:00,9.0
2021-06-01 00:45:00,10.0
2021-06-01 01:00:00,7.0
2021-06-01 01:15:00,13.0
2021-06-01 01:30:00,6.0
2021-06-01 01:45:00,4.0
2021-06-01 02:00:00,5.0
2021-06-01 02:15:00,6.0
2021-06-01 02:30:00,5.0
2021-06-01 02:45:00,8.0
2021-06-01 03:00:00,4.0
2021-06-01 03:15:00,2.0
2021-06-01 03:30:00,4.0
2021-06-01 03:45:00,4.0
2021-06-01 04:00:00,7.0
2021-06-01 04:15:00,11.0
2021-06-01 04:30:00,165.69884508635442
2021-06-01 04:45:00,166.08314589119072
2021-06-01 05:00:00,166.35921612106011
2021-06-01 05:15:00,165.93498955453717
2021-06-01 05:30:00,166.0491284872219
2021-06-01 05:45:00,166.14619593743683
2021-06-01 06:00:00,167.17774187271382
2021-06-01 06:15:00,165.93595271604343
2021-06-01 06:30:00,167.20760402892955
2021-06-01 06:45:00,166.27460889447227
2021-06-01 07:00:00,166.1361665339706
2021-06-01 07:15:00,166.42140785427014
2021-06-01 07:30:00,165.74833981200356
2021-06-01 07:45:00,166.059881032729
2021-06-01 08:00:00,166.55285973904833
2021-06-01 08:15:00,165.39023349712372
2021-06-01 08:30:00,165.70860453556554
2021-06-01 08:45:00,167.0287282016543
2021-06-01 09:00:00,165.7543544135217
2021-06-01 09:15:00,166.33177478116644
2021-06-01 09:30:00,165.71514802942576
2021-06-01 09:45:00,167.43283208884452
2021-06-01 10:00:00,167.22244880346133
2021-06-01 10:15:00,165.97389390693561
2021-06-01 10:30:00,166.8470297782578
2021-06-01 10:45:00,165.99070324389533
2021-06-01 11:00:00,167.03761120755468
2021-06-01 11:15:00,166.40705612889272
2021-06-01 11:30:00,165.78108139102278
2021-06-01 11:45:00,166.85883688363
2021-06-01 12:00:00,166.6439504730439
2021-06-01 12:15:00,166.05637006874917
2021-06-01 12:30:00,165.65868338035878
2021-06-01 12:45:00,166.20503767104466
2021-06-01 13:00:00,166.30420588569328
2021-06-01 13:15:00,165.83101007476972
2021-06-01 13:30:00,165.66226908491146
2021-06-01 13:45:00,166.16259632706866
2021-06-01 14:00:00,165.1062247886325
2021-06-01 14:15:00,166.42380891275067
2021-06-01 14:30:00,166.1165628705082
2021-06-01 14:45:00,165.3615237660044
2021-06-01 15:00:00,165.81981196391862
2021-06-01 15:15:00,166.27414430839508
2021-06-01 15:30:00,165.91125981819724
2021-06-01 15:45:00,166.18484404546194
2021-06-01 16:00:00,166.71017343579723
2021-06-01 16:15:00,166.05074756331913
2021-06-01 16:30:00,167.01211929150546
2021-06-01 16:45:00,166.14270140081143
2021-06-01 17:00:00,166.62946160586117
2021-06-01 17:15:00,166.798658162856
2021-06-01 17:30:00,165.92820635688764
2021-06-01 17:45:00,167.28827832664726
2021-06-01 18:00:00,166.36541561783557
2021-06-01 18:15:00,165.51148612025585
2021-06-01 18:30:00,165.75540817862444
2021-06-01 18:45:00,165.8110234828561
2021-06-01 19:00:00,166.10506299556417
2021-06-01 19:15:00,166.05696085386916
2021-06-01 19:30:00,165.34878279823778
2021-06-01 19:45:00,166.3284108544089
2021-06-01 20:00:00,167.06149401052923
2021-06-01 20:15:00,166.64395336305927
2021-06-01 20:30:00,166.8515680562653
2021-06-01 20:45:00,165.6747251957508
2021-06-01 21:00:00,165.80542636610153
2021-06-01 21:15:00,165.7106618538175
2021-06-01 21:30:00,166.60662761805915
2021-06-01 21:45:00,165.24214805057892
2021-06-01 22:00:00,167.17072549916332
2021-06-01 22:15:00,165.28788690209288
2021-06-01 22:30:00,165.04979806319812
2021-06-01 22:45:00,165.4881184827137
2021-06-01 23:00:00,166.01102509744945
2021-06-01 23:15:00,165.2337590735504
2021-06-01 23:30:00,165.16396649606628
2021-06-01 23:45:00,166.77028018685257
2021-06-02 00:00:00,165.89824422695474
2021-06-02 00:15:00,165.38079005551077
2021-06-02 00:30:00,166.0998485719805
2021-06-02 00:45:00,165.71652248019734
2021-06-02 01:00:00,166.56562575816739
2021-06-02 01:15:00,166.5077720363057
2021-06-02 01:30:00,166.76164710791195
2021-06-02 01:45:00,166.80102231528147
2021-06-02 02:00:00,165.6228460924714
2021-06-02 02:15:00,165.6121319536329
2021-06-02 02:30:00,166.01805903282235
2021-06-02 02:45:00,165.8134587385705
2021-06-02 03:00:00,165.80016442267762
2021-06-02 03:15:00,165.80468093240233
2021-06-02 03:30:00,165.883214487202
2021-06-02 03:45:00,166.3050731882557
2021-06-02 04:00:00,166.7954598512593
2021-06-02 04:15:00,166.89742209293703
2021-06-02 04:30:00,165.74705869118824
2021-06-02 04:45:00,166.94293195209332
2021-06-02 05:00:00,167.17929040454135
2021-06-02 05:15:00,165.3708102393626
2021-06-02 05:30:00,166.7887206807471
2021-06-02 05:45:00,166.23330111565582
2021-06-02 06:00:00,165.37863499693245
2021-06-02 06:15:00,166.47730826037335
2021-06-02 06:30:00,166.9770358287047
2021-06-02 06:45:00,166.42070202489282
2021-06-02 07:00:00,166.04319913800657
2021-06-02 07:15:00,166.2832169872649
2021-06-02 07:30:00,167.329131464984
2021-06-02 07:45:00,166.2615749212766
2021-06-02 08:00:00,166.35599153606137
2021-06-02 08:15:00,165.9235853497127
2021-06-02 08:30:00,167.14002099724644
2021-06-02 08:45:00,165.36647878485996
2021-06-02 09:00:00,166.80265723674475
2021-06-02 09:15:00,165.41427176077838
2021-06-02 09:30:00,166.49366721365058
2021-06-02 09:45:00,166.03297867124525
2021-06-02 10:00:00,165.54231768350257
2021-06-02 10:15:00,167.21988919908284
2021-06-02 10:30:00,166.23383381366338
2021-06-02 10:45:00,165.2633785355503
2021-06-02 11:00:00,166.18540141269486
2021-06-02 11:15:00,165.04532597060054
2021-06-02 11:30:00,165.84297673290646
2021-06-02 11:45:00,166.85602878230722
2021-06-02 12:00:00,166.01453711097594
2021-06-02 12:15:00,165.57826704647962
2021-06-02 12:30:00,165.94055580978014
2021-06-02 12:45:00,166.64827224280748
2021-06-02 13:00:00,166.80798946125853
2021-06-02 13:15:00,166.21360154944085
2021-06-02 13:30:00,165.90044505731123
2021-06-02 13:45:00,166.43200285749236
2021-06-02 14:00:00,165.66657218721042
2021-06-02 14:15:00,166.56830958669647
2021-06-02 14:30:00,165.63419208397647
2021-06-02 14:45:00,165.66261666894826
2021-06-02 15:00:00,166.46154183784154
2021-06-02 15:15:00,166.7742149648274
2021-06-02 15:30:00,165.99056683290743
2021-06-02 15:45:00,167.1412637726195
2021-06-02 16:00:00,166.87689891335847
2021-06-02 16:15:00,166.12149002317383
2021-06-02 16:30:00,165.9769662041082
2021-06-02 16:45:00,166.39087445448854
2021-06-02 17:00:00,165.71431993555586
2021-06-02 17:15:00,167.44951972978555
2021-06-02 17:30:00,166.5346130321837
